date, pm25, o3
2015-11-02, ,20
2015-11-01, ,26
2015-10-31, ,14
2015-10-30, ,8
2015-10-29, ,13
2015-10-28, ,16
2015-10-25, ,2
2015-10-24, ,3
2015-10-23, ,5
2015-10-13, , 
2015-10-12, ,27
2015-10-11, ,27
2015-10-10, ,22
2015-10-09, ,25
2015-10-08, ,31
2015-10-07, ,36
2015-10-06, ,37
2015-10-05, ,33
2015-10-04, ,17
2015-10-03, ,31
2015-10-02, ,33
2015-06-06, , 
2015-06-05, ,21
2015-06-04, ,38
2015-06-03, ,18
2015-06-02, ,34
2015-06-01, ,25
2015-05-31, ,30
2015-05-30, ,22
2015-05-29, ,32
2015-05-28, ,39
2015-05-27, ,57
2015-05-26, ,26
2015-05-21, , 
2015-05-20, ,14
2015-05-19, ,26
2015-05-18, ,31
2015-05-17, ,32
2015-05-16, ,29
2015-05-15, ,31
2015-05-14, ,43
2015-05-12, , 
2015-05-11, ,17
2015-05-10, ,8
2015-05-09, ,37
2015-05-08, ,35
2015-05-07, ,31
2015-05-06, ,18
2015-05-05, ,25
2015-05-04, ,24
2015-05-03, ,27
2015-05-02, ,24
2015-05-01, ,34
2015-04-30, ,26
2015-04-29, ,21
2015-04-28, ,32
2015-04-27, ,23
2015-04-26, ,25
2015-04-25, ,32
2015-04-24, ,26
2015-04-23, ,28
2015-04-22, ,26
2015-04-21, ,29
2015-04-20, ,26
2015-04-19, ,16
2015-04-18, ,22
2015-04-17, ,24
2015-04-16, ,26
2015-04-15, ,28
2015-03-02, , 
2015-03-01, ,23
2015-02-28, ,33
2015-02-27, ,26
2015-02-26, ,21
2015-02-25, ,21
2015-02-24, ,29
2015-02-23, ,38
2015-02-22, ,31
2015-02-21, ,36
2015-02-20, ,23
2015-02-19, ,10
2015-02-18, ,11
2015-02-17, ,25
2015-02-16, ,13
2015-02-15, ,14
2015-02-14, ,12
2015-02-13, ,14
2015-02-12, ,24
2015-02-11, ,31
2015-02-10, ,33
2015-02-09, ,29
2015-02-08, ,36
2015-02-07, ,34
2015-02-06, ,21
2015-02-05, ,25
2015-02-04, ,29
2015-02-03, ,13
2015-02-02, ,9
2015-02-01, ,13
2015-01-31, ,17
2015-01-30, ,22
2015-01-29, ,27
2015-01-28, ,24
2015-01-27, ,29
2015-01-26, ,13
2015-01-25, ,17
2015-01-24, ,17
2015-01-23, ,18
2015-01-22, ,13
2015-01-21, ,17
2015-01-20, ,23
2015-01-19, ,20
2015-01-18, ,28
2015-01-17, ,21
2015-01-16, ,19
2015-01-15, ,25
2015-01-14, ,24
2015-01-13, ,18
2015-01-12, ,25
2015-01-11, ,25
2015-01-10, ,26
2015-01-09, ,26
2015-01-08, ,19
2015-01-07, ,20
2015-01-06, ,21
2015-01-05, ,16
2015-01-04, ,14
2015-01-03, ,14
2015-01-02, ,16
2015-01-01, ,28
2014-12-29, , 
2014-12-28, ,17
2014-12-27, ,13
2014-12-26, ,18
2014-12-25, ,22
2014-12-24, ,22
2014-12-23, ,17
2014-12-22, ,20
2014-12-21, ,19
2014-12-20, ,19
2014-12-19, ,26
2014-12-18, ,24
2014-12-17, ,23
2014-12-16, ,24
2014-12-15, ,24
2014-12-14, ,22
2014-12-13, ,22
2014-12-12, ,29
2014-12-11, ,18
2014-12-10, ,18
2014-12-09, ,20
2014-12-08, ,18
2014-12-07, ,24
2014-12-06, ,30
2014-12-05, ,33
2014-12-04, ,34
2014-12-03, ,30
2014-12-02, ,28
2014-12-01, ,25
2014-11-30, ,36
2014-11-29, ,35
2014-11-28, ,27
2014-11-27, ,28
2014-11-26, ,31
2014-11-25, ,24
2014-11-24, ,3
2014-11-22, , 
2014-11-21, , 
2014-11-20, ,23
2014-11-19, ,24
2014-11-18, ,15
2014-11-17, ,18
2014-11-16, ,18
2014-11-15, ,20
2014-11-14, ,35
2014-11-13, ,19
2014-11-12, ,13
2014-11-11, ,8
2014-11-10, ,13
2014-11-09, ,24
2014-11-08, ,14
2014-11-07, ,16
2014-11-06, ,15
2014-11-05, ,13
2014-11-04, ,22
2014-11-03, ,30
2014-11-02, ,29
2014-11-01, ,29
2014-10-31, ,27
2014-10-30, ,32
2014-10-29, ,40
2014-10-28, ,53
2014-10-27, ,49
2014-10-26, ,28
2014-10-25, ,25
2014-10-24, ,23
2014-10-23, ,18
2014-10-22, ,24
2014-10-21, ,20
2014-10-20, ,19
2014-10-19, ,21
2014-10-18, ,32
2014-10-17, ,34
2014-10-16, ,34
2014-10-15, ,25
2014-10-14, ,24
2014-10-13, ,38
2014-10-12, ,34
2014-10-11, ,42
2014-10-10, ,44
2014-10-09, ,32
2014-10-08, ,33
2014-10-07, ,27
2014-10-06, ,16
2014-10-05, ,21
2014-10-04, ,22
2014-10-03, ,14
2014-10-02, ,18
2014-10-01, ,17
2014-09-30, ,12
2014-09-29, ,22
2014-09-28, ,28
2014-09-27, ,33
2014-09-26, ,30
2014-09-25, ,26
2014-09-24, ,18
2014-09-23, ,12
2014-09-22, ,15
2014-09-21, ,36
2014-09-20, ,27
2014-09-19, ,20
2014-09-18, ,10
2014-09-17, ,21
2014-09-16, ,23
2014-09-15, ,23
2014-09-14, ,14
2014-09-13, ,14
2014-09-12, ,26
2014-09-11, ,26
2014-09-10, ,27
2014-09-09, ,23
2014-09-08, ,21
2014-09-07, ,25
2014-09-06, , 
2014-09-05, ,14
2014-09-04, ,13
2014-09-03, ,14
2014-09-02, ,21
2014-09-01, ,30
2014-08-31, ,28
2014-08-30, ,36
2014-08-29, ,43
2014-08-28, ,41
2014-08-27, ,34
2014-08-26, ,31
2014-08-25, , 
2014-08-24, ,28
2014-08-23, ,29
2014-08-22, ,30
2014-08-21, ,31
2014-08-20, ,27
2014-08-19, ,37
2014-08-18, ,36
2014-08-17, ,20
2014-08-16, ,33
2014-08-15, ,30
2014-08-14, ,21
2014-08-13, ,22
2014-08-12, ,25
2014-08-11, ,25
2014-08-10, ,34
2014-08-09, ,38
2014-08-08, ,32
2014-08-07, ,28
2014-08-06, ,20
2014-08-05, ,28
2014-08-04, ,29
2014-08-03, ,32
2014-08-02, ,34
2014-08-01, ,47
2014-07-31, ,47
2014-07-30, ,38
2014-07-29, ,31
2014-07-28, ,32
2014-07-27, ,32
2014-07-26, ,29
2014-07-25, ,31
2014-07-24, ,26
2014-07-23, ,29
2014-07-22, ,32
2014-07-21, ,31
2014-07-20, ,30
2014-07-19, ,35
2014-07-18, ,39
2014-07-17, ,34
2014-07-16, ,37
2014-07-15, ,32
2014-07-14, ,29
2014-07-13, ,26
2014-07-12, ,24
2014-07-11, ,25
2014-07-10, ,24
2014-07-09, ,40
2014-07-08, ,34
2014-07-07, ,37
2014-07-06, ,26
2014-07-05, ,24
2014-07-04, ,23
2014-07-03, ,27
2014-07-02, ,30
2014-07-01, ,19
2014-06-30, ,19
2014-06-29, ,27
2014-06-28, ,37
2014-06-27, ,37
2014-06-26, ,21
2014-06-25, ,26
2014-06-24, ,29
2014-06-23, ,17
2014-06-22, ,26
2014-06-21, ,30
2014-06-20, ,25
2014-06-19, ,40
2014-06-18, ,48
2014-06-17, ,36
2014-06-16, ,43
2014-06-15, ,62
2014-06-14, ,59
2014-06-13, ,75
2014-06-12, ,53
2014-06-11, ,45
2014-06-10, ,37
2014-06-09, ,31
2014-06-08, ,39
2014-06-07, ,40
2014-06-06, ,33
2014-06-05, ,45
2014-06-04, ,37
2014-06-03, ,41
2014-06-02, ,41
2014-06-01, ,34
2014-05-31, ,35
2014-05-30, ,39
2014-05-29, ,17
2014-05-28, ,32
2014-05-27, ,4
2014-05-26, ,7
2014-05-25, ,6
2014-05-24, ,12
2014-05-23, , 
2014-05-22, ,35
2014-05-21, ,39
2014-05-20, ,47
2014-05-19, ,28
2014-05-17, , 
2014-05-16, ,28
2014-05-15, ,34
2014-05-14, ,38
2014-05-04, , 
2014-05-03, ,9
2014-05-02, ,19
2014-05-01, ,25
2014-04-30, ,29
2014-04-29, ,32
2014-04-28, ,32
2014-04-27, ,24
2014-04-26, ,27
2014-04-25, ,28
2014-04-24, ,20
2014-04-23, ,31
2014-04-22, ,48
2014-04-21, ,33
2014-04-20, ,35
2014-04-19, ,35
2014-04-18, ,32
2014-04-17, ,23
2014-04-16, ,26
2014-04-11, , 
2014-04-10, ,19
2014-04-09, ,41
2014-04-08, ,36
2014-04-07, ,28
2014-04-06, ,26
2014-04-05, ,32
2014-04-04, ,43
2014-04-03, ,25
2014-04-02, ,27
2014-04-01, ,28
2014-03-31, ,33
2014-03-30, ,33
2014-03-29, ,33
2014-03-28, ,30
2014-03-27, ,25
2014-03-26, ,24
2014-03-25, ,27
2014-03-24, ,31
2014-03-23, ,31
2014-03-22, ,11
2014-03-21, , 
2014-03-20, ,30
2014-03-19, ,20
2014-03-18, ,23
2014-03-17, ,29
2014-03-16, ,24
2014-03-15, ,21
2014-03-14, ,16
2014-03-13, ,35
2014-03-12, ,42
2014-03-11, ,30
2014-02-26, , 
2014-02-25, ,26
2014-02-24, ,30
2014-02-23, ,32
2014-02-22, ,34
2014-02-21, ,39
2014-02-20, ,33
2014-02-19, ,50
2014-02-13, , 
2014-02-12, ,3
2014-02-11, ,33
2014-02-10, ,45
2014-02-09, ,52
2014-02-08, ,36
2014-02-07, ,35
2014-02-06, ,32
2014-02-05, ,28
2014-02-04, ,26
2014-02-03, , 
2014-02-02, , 
2014-02-01, ,23
2014-01-31, ,30
2014-01-30, ,49
2014-01-29, ,26
2014-01-28, ,23
2014-01-27, ,40
2014-01-26, ,39
2014-01-25, ,55
2014-01-24, ,38
2014-01-23, ,33
2014-01-22, ,43
2014-01-21, ,34
2014-01-20, ,37
2014-01-19, ,40
2014-01-18, ,33
2014-01-17, ,34
2014-01-16, ,22
2014-01-15, ,18
2014-01-14, ,29
2014-01-13, ,22
2014-01-12, ,13
2014-01-11, ,8
2014-01-10, ,18
2014-01-09, ,21
2014-01-08, ,6
2014-01-07, ,24
2014-01-06, ,12
2014-01-05, ,19
2014-01-04, ,19
2014-01-03, ,21
2014-01-02, ,18
2014-01-01, ,13
